SIS_CD,PLAN_DESCR,PLAN_TYPE,PLO_NBR,PLO
MA  085EDU,Art Education MA,MAJ,1,"Demonstrate mastery in both the practice and broad understanding of major trends and the historical underpinnings, methodologies and techniques of contemporary visual art both orally and in writing."
MA  085EDU,Art Education MA,MAJ,2,Demonstrate and develop critical thinking skills through required coursework and additional self selected courses within the department and across campus as well as through independent study with individual professors.
MA  085EDU,Art Education MA,MAJ,3,Examine and evaluate specific examples of artistic and academic production as it relates to their area of artistic research.
MA  085EDU,Art Education MA,MAJ,4,Gain exposure to wide set of professional resources and career opportunities.
MA  085EDU,Art Education MA,MAJ,5,Develop and complete original research that advances a field of study in at least one of the broad based discipline areas represented in the Department of Art.
MA  085EDU,Art Education MA,MAJ,6,Evaluate and interpret professional writing from a variety of disciplines and use this information to develop a theoretical framework for their own artistic research.
MA  085EDU,Art Education MA,MAJ,7,Learn to develop a rigorous and sustainable studio practice.
MA  085EDU,Art Education MA,MAJ,8,Develop independent and self directed artistic research.
MA  085EDU,Art Education MA,MAJ,9,Learn to develop the necessary materials to submit grant proposals to professional organizations.
MA  085EDU,Art Education MA,MAJ,10,Develop a critical position and broad understanding of the artistic field that they most closely align with through their artistic research.
MA  085EDU,Art Education MA,MAJ,11,"Effectively communicate to diverse audiences in writing, through oral presentations and discussions."
MA  085EDU,Art Education MA,MAJ,12,Learn to write clear and concise statements articulating the direction and intention of their research for professional publications and exhibitions.
MA  085EDU,Art Education MA,MAJ,13,Learn to present their research both informatively and articulately to diverse audiences through public lectures and symposiums.
MA  085EDU,Art Education MA,MAJ,14,Learn to give and receive feedback orally and in writing.
MA  085EDU,Art Education MA,MAJ,15,"Be provided with opportunities to engage in public outreach, exhibitions and education in the community, state and nationally."
MA  085EDU,Art Education MA,MAJ,16,Teach a variety of courses within the Department of Art Foundations program for undergraduate students.
MA  085EDU,Art Education MA,MAJ,17,"Have the opportunity to apply for competitive positions as instructors of record for the following undergraduate courses in Drawing, Design, Digital Media and 20th century Art History and Contemporary Practices."
MA  085EDU,Art Education MA,MAJ,18,Be provided opportunities for mentorship in teaching methods.
MA  085EDU,Art Education MA,MAJ,19,Be provided opportunities for observation and shadowing full time teaching faculty in the Department of Art.
MA  085EDU,Art Education MA,MAJ,20,"(Career Preparation) Be provided with diverse training that will prepare them for a range of flexible and sustainable careers (e.g., academia, industry, community engagement, museum and gallery support services, art commerce and outreach at all levels)."
MA  085EDU,Art Education MA,MAJ,21,Develop broadly applicable skills in critical thinking and problem solving.
MA  085EDU,Art Education MA,MAJ,22,"Be provided with opportunities for leadership, art project management, and teamwork through collaboration, communication skills, and collaborations with academic and non-academic partners."
BA  090,Art History BA,MAJ,1,"Skill in visual analysis of single images and comparative analysis of multiple images and objects, evaluating a range of elements such as form, color, light, proportion, viewpoint, material, and narrative structure."
BA  090,Art History BA,MAJ,2,Proficiency in interpreting images and objects in ways that take into account the historical contexts in which they were produced and received.
BA  090,Art History BA,MAJ,3,Consolidation of knowledge across a range of time and geography to reach an understanding of the ways in which art and its meaning are rooted in culture.
BA  090,Art History BA,MAJ,4,Ability to locate and enlist research resources in both print and digital form and assess the strengths and weaknesses of various types of resources.
BA  090,Art History BA,MAJ,5,Knowledge and skills to interpret images and objects in ways that consider a variety of theoretical perspectives.
BA  090,Art History BA,MAJ,6,Ability to assess and critique scholarly arguments and evaluate the strength of the visual and textual evidence presented.
MA  090L&S,Art History MA,MAJ,1,"Mastery of techniques for visual analysis (examining features such as materials, proportion, light, color, form and narrative structure) of single images and for comparative analysis of multiple images and objects."
MA  090L&S,Art History MA,MAJ,2,Advanced proficiency in interpreting images/objects in ways that take into account the historical contexts in which they were produced and received.
MA  090L&S,Art History MA,MAJ,3,In-depth knowledge across a range of time and geography to reach an understanding of the ways in which art and its meaning are rooted in culture.
MA  090L&S,Art History MA,MAJ,4,Advanced ability to locate and enlist research resources in both print and digital form and assess the strengths and weaknesses of various types of resources.
MA  090L&S,Art History MA,MAJ,5,Advanced knowledge and skills necessary to interpret images/objects in ways that consider a variety of theoretical perspectives.
MA  090L&S,Art History MA,MAJ,6,Ability to assess and critique complex scholarly arguments and evaluate the strength of the visual and textual evidence presented.
MA  090L&S,Art History MA,MAJ,7,Advanced skills in effective and impactful communication in both written and oral form in ways that acknowledge diverse audiences in an increasingly global society.
MA  090L&S,Art History MA,MAJ,8,"Skills in public engagement such that our students are able to effectively communicate complex ideas to a lay public in written, oral, and digital form in keeping with the Wisconsin Idea."
PHD 090L&S,Art History PHD,MAJ,1,"Shows professional-level mastery of the skills acquired at earlier stages (visual analysis, contextual interpretation, research methods, evaluation of arguments, application of varied theoretical perspectives)."
PHD 090L&S,Art History PHD,MAJ,2,"Articulates research problems, potentials, and limits with respect to theory, knowledge, or practice within the field of art history (including visual culture and material culture)."
PHD 090L&S,Art History PHD,MAJ,3,"Formulates ideas, concepts, designs, and/or techniques beyond the current boundaries of knowledge within the field of art history/visual culture/material culture."
